Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,Quantity,Listing ID (Leave Blank to Add)
"CT","CT","","SIEMENS","DAS (Data Acquisition System) Controller P44, with Model No. 10023401, Revision 11, and Serial No. 1000442851, featuring ports labeled X0301 ID, X0700 JTAG, and X0800 COMB.. SIEMENS Flash","10023402 1000442851","DAS (Data Acquisition System) Controller P44, with Model No. 10023401, Revision 11, and Serial No. 1000442851, featuring ports labeled X0301 ID, X0700 JTAG, and X0800 COMB.. SIEMENS Flash","used","For Sale","","","1",
"CT","CT","","SIEMENS","D310. SIEMENS","D311","D310. SIEMENS","used","For Sale","","","1",
"CT","CT","","GE","2357524 DYNAMIC BREAKING MODULE WITH TRANSFORMER 2290204. LS16","2357525  2290204","2357524 DYNAMIC BREAKING MODULE WITH TRANSFORMER 2290204. LS16","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","Raster Grid 15/80 f115 SIEMENS YISO 05766675; 08404456. SIEMENS MIRA","  05766675; 08404457","Raster Grid 15/80 f115 SIEMENS YISO 05766675; 08404456. SIEMENS MIRA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","6134857 CONTROL CONSOLE. SIEMENS","6134857","6134857 CONTROL CONSOLE. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452210812753 IDM. PHILIP H5000","452210812753","452210812753 IDM. PHILIP H5000","used","For Sale","","","1",
"CT","CT","","GE","46-321057 P1. GE","46-321057 P2","46-321057 P1. GE","used","For Sale","","","1",
"CT","CT","","PHILIPS","Philips Healthcare injector and ECG monitor assembly board with part number 459800166651.. PHILIPS","459800166651","Philips Healthcare injector and ECG monitor assembly board with part number 459800166651.. PHILIPS","used","For Sale","","","1",
"MRI","MRI","","GE","5160446 DRIVER MODULE. GE","5160446","5160446 DRIVER MODULE. GE","used","For Sale","","","1",
"CATH","CATH","","GE","2298376-000. GE","2298376-001","2298376-000. GE","used","For Sale","","","1",
"CT","CT","","GE","CTM-400 5434042 GE accessorry. VCT","CTM-400 5434043","CTM-400 5434042 GE accessorry. VCT","used","For Sale","","","1",
"CT","CT","","PHILIPS","453567073831  REV H 3DBP. BRILLIANCE CONSOLES","453567073831","453567073831  REV H 3DBP. BRILLIANCE CONSOLES","used","For Sale","","","1",
"CT","CT","","PHILIPS","A12512133322x11 Dynapar Motor. BRILLIANCE","A12512133322x12","A12512133322x11 Dynapar Motor. BRILLIANCE","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","7721063 FOOT SWITCH. ARTIS FA","7721064 FOOT SWITCH","7721063 FOOT SWITCH. ARTIS FA","used","For Sale","","","1",
"CT","CT","","PHILIPS","174393. PHILIPS","174393","174393. PHILIPS","used","For Sale","","","1",
"MRI","MRI","","GE","HD 8CH FOOT ANKLE COIL 5308342-2 2010. MR450","HD 8CH FOOT ANKLE COIL 5308342-2 2011","HD 8CH FOOT ANKLE COIL 5308342-2 2010. MR450","used","For Sale","","","1",
"CT","CT","","SIEMENS","7715019 D301. EMOTION DUO","7715020 D301","7715019 D301. EMOTION DUO","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","PX74-06056 G2 NX74-0012 GCIFA-D. TOSHIBA AQUILION 4","PX74-06056 G2 NX74-0012 GCIFA-D","PX74-06056 G2 NX74-0012 GCIFA-D. TOSHIBA AQUILION 4","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","2318458 2318459 DCEM. DLS4","2318459 2318459 DCEM","2318458 2318459 DCEM. DLS4","used","For Sale","","","1",
"CT","CT","","SIEMENS","1171201 D115. SIEMENS BIO","1171202 D115","1171201 D115. SIEMENS BIO","used","For Sale","","","1",
"CATH","CATH","","GE","154-00001-01 DL3 CPU AND MEMORY. INNOVA 4100 DL3/RTAC3","154-00001-02","154-00001-01 DL3 CPU AND MEMORY. INNOVA 4100 DL3/RTAC3","used","For Sale","","","1",
"CT","CT","","TOSHIBA","BSX74-1401  Recon  BackPlane Bridge Board. TOSHIBA","BSX74-1402","BSX74-1401  Recon  BackPlane Bridge Board. TOSHIBA","used","For Sale","","","1",
"CT","CT","","GE","66003700\ ,CIPRICO INC . GE","82027807-G","66003700\ ,CIPRICO INC . GE","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","SONY MPF920-E FD. AGFA","SONY MPF920-E FD","SONY MPF920-E FD. AGFA","used","For Sale","","","1",
"CATH","CATH","",""," printed circuit board (PCB) with an FCI connector, part numbers include 4522 127 0264, RP 357720, 3967113 and 765000E1.","45221270264"," printed circuit board (PCB) with an FCI connector, part numbers include 4522 127 0264, RP 357720, 3967113 and 765000E1.","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","452209007311 II PS. PHLIPS","452209007312 II PS","452209007311 II PS. PHLIPS","used","For Sale","","","1",
"CT","CT","","PHILIPS ","174605 REV H. PICKER","174606 REV H","174605 REV H. PICKER","used","For Sale","","","1",
"CT","CT","","PHILIPS","453567110311 REV D. BIGBORE","453567110312 REV D","453567110311 REV D. BIGBORE","used","For Sale","","","1",
"X-Ray","X-Ray","","GE","GE X-Ray collimator lamp supply board with part numbers 5450200, 5450201 REV 13 and 5350038.. GE","5450200, 5450201 REV 13 and 5350038.","GE X-Ray collimator lamp supply board with part numbers 5450200, 5450201 REV 13 and 5350038.. GE","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","0T SNC ANTERIOR COIL  452213152883 1. PHILIPS","452213152883","0T SNC ANTERIOR COIL  452213152883 1. PHILIPS","used","For Sale","","","1",
"MRI","MRI","","GE","2222532-4 Signa AP. GE","2222532-5","2222532-4 Signa AP. GE","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","GEMINI Gantry Display board, ASSY 178953 REV: E and BOARD 312805 REV B.. PHILIPS","178953","GEMINI Gantry Display board, ASSY 178953 REV: E and BOARD 312805 REV B.. PHILIPS","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","CIMR-F7U4075 Varispeed F7 BY YASKAWA. Toshiba PDU","CIMR-F7U4076","CIMR-F7U4075 Varispeed F7 BY YASKAWA. Toshiba PDU","used","For Sale","","","1",
"CT","CT","",""," LAMBDA Alpha 400W power supply with part number H47006.","H47006"," LAMBDA Alpha 400W power supply with part number H47006.","used","For Sale","","","1",
"MONITOR","MONITOR","","EIZO","This is an EIZO medical LCD monitor with part number OFTD1569.. EIZO"," OFTD1569.","This is an EIZO medical LCD monitor with part number OFTD1569.. EIZO","used","For Sale","","","1",
"CT","CT","","GE","LAMBDA EWS300P-24. GE"," EWS300P-25","LAMBDA EWS300P-24. GE","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","8.9499.8140.4. AGFA","8.9499.8140.5","8.9499.8140.4. AGFA","used","For Sale","","","1",
"MRI","MRI","","GE ","2182380 RCNC ASSY. GE PROFILE III","2182381 RCNC ASSY","2182380 RCNC ASSY. GE PROFILE III","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","1784185. SIEMENS","1784185","1784185. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210797801. PHILIPS","451210797801","451210797801. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","GE","2111146 CONSOLE. GE","2111146","2111146 CONSOLE. GE","used","For Sale","","","1",
"CT","CT","","TOSHIBA","NF3010A-VI. AQUILION 16","NF3010A-VI","NF3010A-VI. AQUILION 16","used","For Sale","","","1",
"ULTRASOUND","ULTRASOUND","","TOSHIBA","PM30-22550. TOSHIBA","PM30-22551","PM30-22550. TOSHIBA","used","For Sale","","","1",
"CT","CT","","SIEMENS","D321. SIEMENS","D322","D321. SIEMENS","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","3768369 D350. ICONOS R200","3768369 D350","3768369 D350. ICONOS R200","used","For Sale","","","1",
"C-Arm","C-Arm","","","  a GE OEC Medical Systems, Inc. display adapter S2 with the assembly number 00-884594.","00-884594","  a GE OEC Medical Systems, Inc. display adapter S2 with the assembly number 00-884594.","used","For Sale","","","1",
"CT","CT","","","Philips Medical Systems PET Bare PCB, part number 4535 670 09311 REV.","453567009311","Philips Medical Systems PET Bare PCB, part number 4535 670 09311 REV.","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","45221082069 VISUB. PHILIPS VISUB","45221082070 VISUB","45221082069 VISUB. PHILIPS VISUB","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","Collimator Ralco R302/144/A made in 2006. SIEMEBS"," R302/144/A","Collimator Ralco R302/144/A made in 2006. SIEMEBS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","SCC6 452212702148. ALLURA 15","SCC6 452212702149","SCC6 452212702148. ALLURA 15","used","For Sale","","","1",
"CT","CT","","GE","2377708-7 console. LIGHTPEED RT 4","2377708-8","2377708-7 console. LIGHTPEED RT 4","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","5658906 D160. SIEMENS","5658907 D160","5658906 D160. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE","46-288422G1. GE","46-288422G2","46-288422G1. GE","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","921 MOTOR CONTROL\ ,1010044 . SIEMENS","3100123 ,1010044","921 MOTOR CONTROL\ ,1010044 . SIEMENS","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","This is a COPLEY Controls Corp. device, possibly a power supply or control unit, displaying the part number '281+'.. PHILIPS","281+","This is a COPLEY Controls Corp. device, possibly a power supply or control unit, displaying the part number '281+'.. PHILIPS","used","For Sale","","","1",
"CT","CT","","TOSHIBA","medical equipment circuit board, marked with part numbers such as PbF03PX12-48312 and YWM1443, including a Toshiba TMPZ8400118G processor.. TOSHIBA","PX12-48312  YWM1444","medical equipment circuit board, marked with part numbers such as PbF03PX12-48312 and YWM1443, including a Toshiba TMPZ8400118G processor.. TOSHIBA","used","For Sale","","","1",
"CT","CT","","GE","GE Medical Systems part with the MFG PN: 5114533-2PSP Rev1 and S/N: 1482328.. GE","5114533-2PSP Rev2","GE Medical Systems part with the MFG PN: 5114533-2PSP Rev1 and S/N: 1482328.. GE","used","For Sale","","","1",
"CT","CT","","","GCTFA numbers YWM1194*A, NX77-0056, and PX79-26870.","PX79-26870","GCTFA numbers YWM1194*A, NX77-0056, and PX79-26870.","used","For Sale","","","1",
"CT","CT","","GE","2354133 2354132. LS16","2354134 2354132","2354133 2354132. LS16","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","MOTOR N/A. SIEMENS MIRA","MOTOR ","MOTOR N/A. SIEMENS MIRA","used","For Sale","","","1",
"MONITOR","MONITOR","","TOSHIBA","\Radiforce R12 EIZO 19\ \  COLOR LCD \  . TOSHIBA","Radiforce R12 EIZO ","\Radiforce R12 EIZO 19\ \  COLOR LCD \  . TOSHIBA","used","For Sale","","","1",
"CT","CT","","SEIMENS","07396273 K1613. SENSATION 16","7396274 K1613","07396273 K1613. SENSATION 16","used","For Sale","","","1",
"CT","CT","","GE","6E7386 6E7387 PWA-copcil. GE","6E7386 6E7388","6E7386 6E7387 PWA-copcil. GE","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","PHILIPS ","453560257361 REV B. PRECEDENCE","453560257362 REV B","453560257361 REV B. PRECEDENCE","used","For Sale","","","1",
"CATH","CATH","","GE","2296122 04430261 BACKPLANE. INNOVA 4100 DL3/RTAC3","2296123 04430261","2296122 04430261 BACKPLANE. INNOVA 4100 DL3/RTAC3","used","For Sale","","","1",
"CT","CT","","TOSHIBA","TOSHIBA PRIME console PC Box, model PX74-10422-2. TOSHIBA","PX74-10422-2","TOSHIBA PRIME console PC Box, model PX74-10422-2. TOSHIBA","used","For Sale","","","1",
"CT","CT","","GE","GENERAL SCANNING 300B522. GENERAL SCANNING","300B523","GENERAL SCANNING 300B522. GENERAL SCANNING","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","This is an OPHIT DMD-H102 video signal distribution module with serial numbers 10100417 and 10100418.. OPHIT","DMD-H102  10100417  10100418.","This is an OPHIT DMD-H102 video signal distribution module with serial numbers 10100417 and 10100418.. OPHIT","used","For Sale","","","1",
"CT","CT","","","DAS Board for Toshiba Aquilion 16  with part number 10-62961-01 REV 01.","10-62961-01","DAS Board for Toshiba Aquilion 16  with part number 10-62961-01 REV 01.","used","For Sale","","","1",
"CT","CT","","PHILIPS ","Power Supply PS-2 453567395253. PHILIPS iCT","PS-2 453567395254","Power Supply PS-2 453567395253. PHILIPS iCT","used","For Sale","","","1",
"CT","CT","","SIEMENS","7396273 DPU D540. SIEMENS","7396274 D540","7396273 DPU D540. SIEMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA","Panasonic AC Servo Driver, Model No. MUDS023A1A09.. TOSHIBA","MUDS023A1A10","Panasonic AC Servo Driver, Model No. MUDS023A1A09.. TOSHIBA","used","For Sale","","","1",
"CT","CT","","SHIMADZU","541-48051\ ,541-48049 . SHIMADZU 6802","MPM 541-48048","541-48051\ ,541-48049 . SHIMADZU 6802","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","SMA81-1 852679.018 LH PS. SIEMENS","SMA81-1 852679.019","SMA81-1 852679.018 LH PS. SIEMENS","used","For Sale","","","1",
"MRI","MRI","","GE","M1085AK ANTERIOR NECK RECEIVE ONLY. GE","M1085AK","M1085AK ANTERIOR NECK RECEIVE ONLY. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","1662407 D25 BACKPLANE. LUMINOS","1662408 D25","1662407 D25 BACKPLANE. LUMINOS","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","557543 LOCAL PANEL. AGFA","557543","557543 LOCAL PANEL. AGFA","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","LSO EVENT ANALOG PROCESSOR 1010172 REV A ASM 3100359. BIOGRAPH","1010173 REV A 3100359","LSO EVENT ANALOG PROCESSOR 1010172 REV A ASM 3100359. BIOGRAPH","used","For Sale","","","1",
"X-RAY","X-RAY","","PHILIPS ","STENTE KF21S/1S FOOT SWITCH. PHILIPS DIGITAL DIAGNOST","STENTE KF21S/1S","STENTE KF21S/1S FOOT SWITCH. PHILIPS DIGITAL DIAGNOST","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","PX71-07030 XC. TOSHIBA AQUILION 4","PX71-07031","PX71-07030 XC. TOSHIBA AQUILION 4","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","ANALOGIC 4-38576VREF BD. TOSHIBA DETECTOR","4-38576VREF","ANALOGIC 4-38576VREF BD. TOSHIBA DETECTOR","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","SIEMENS Powerbox P10B, part number 7027795 X2252.. SIEMENS","7027796 X2252.","SIEMENS Powerbox P10B, part number 7027795 X2252.. SIEMENS","used","For Sale","","","1",
"CT","CT","","SIEMENS","TDK-Lambda NV-Power NV-350 power supply with product code K30017F and serial number 9223350215.. SIEMENS FLASH"," NV-350","TDK-Lambda NV-Power NV-350 power supply with product code K30017F and serial number 9223350215.. SIEMENS FLASH","used","For Sale","","","1",
"CT","CT","","GE","Dedicated Computing power supply, model 0EM-F34206E, inspected to 2362870-10PSPrev1.. GE","2362870-10","Dedicated Computing power supply, model 0EM-F34206E, inspected to 2362870-10PSPrev1.. GE","used","For Sale","","","1",
"CT","CT","","GE","VDAS64 Sherlock Detector Module 5113450 5112238. GE","","VDAS64 Sherlock Detector Module 5113450 5112238. GE","used","For Sale","","","1",
"MRI","MRI","","HITACHI","Coil : QD Flexible Body Coil ( M ). APERTO","QD Flexible Body Coil ( M )","Coil : QD Flexible Body Coil ( M ). APERTO","used","For Sale","","","1",
"CATH","CATH","","GE","7003-0301 MATROX G450 BOARD. INNOVA 4100 DL3/RTAC3","7003-0301 MATROX G450 BOARD","7003-0301 MATROX G450 BOARD. INNOVA 4100 DL3/RTAC3","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","74-0401-9174-9 74-0401-9067-5. AGFA","74-0401-9174-9 74-0401-9067-6","74-0401-9174-9 74-0401-9067-5. AGFA","used","For Sale","","","1",
"CT","CT","","PHILIPS","Philips CT Program Management Center HOST, T5500 X5650 with part number 4550 113 09212.. PHILIPS"," T5500  4550 113 09213","Philips CT Program Management Center HOST, T5500 X5650 with part number 4550 113 09212.. PHILIPS","used","For Sale","","","1",
"CT","CT","","PHILIPS","This is a Setrab 386COMV-16 16 Bar cooler with part number 52-08481-03.. PHILIPS"," 386COMV-16 52-08481-04","This is a Setrab 386COMV-16 16 Bar cooler with part number 52-08481-03.. PHILIPS","used","For Sale","","","1",
"CT","CT","","","  a DRV PWB board with part number M8B710762 and BSX71-0762, featuring components such as an OMRON H3FA-B relay and NAIS relays.","BSX71-0762","  a DRV PWB board with part number M8B710762 and BSX71-0762, featuring components such as an OMRON H3FA-B relay and NAIS relays.","used","For Sale","","","1",
"CT","CT","","PHILIPS","medical equipment component, with part number LFJW1214260024 and serial number 459800314141.. PHILIPS","LFJW1214260024 459800314141.","medical equipment component, with part number LFJW1214260024 and serial number 459800314141.. PHILIPS","used","For Sale","","","1",
"CT","CT","","PHILIPS","AC Chassis 405378-011 453567030521. PHILIPS","405378-011 453567030522","AC Chassis 405378-011 453567030521. PHILIPS","used","For Sale","","","1",
"C-Arm","C-Arm","","","  a circuit board likely from medical equipment featuring an Intel NG80386SX25 CPU, an OPTI 82C283-B chip, and part number FB-386SXOPT-01.","NG80386SX25","  a circuit board likely from medical equipment featuring an Intel NG80386SX25 CPU, an OPTI 82C283-B chip, and part number FB-386SXOPT-01.","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","This is an ASM Positionssensoren WS10SG-1250-420A-L10-PHILIPS with serial number 200407128341.. PHILPS","WS10SG-1250-420A-L11","This is an ASM Positionssensoren WS10SG-1250-420A-L10-PHILIPS with serial number 200407128341.. PHILPS","used","For Sale","","","1",
"CT","CT","","PHILIPS","BIGBORE MOOG Components stator electronics part, likely for an MRI system, has a part number PMS P/N: 453567030091 and an additional identifier F06517.. PHILIPS","453567030091","BIGBORE MOOG Components stator electronics part, likely for an MRI system, has a part number PMS P/N: 453567030091 and an additional identifier F06517.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","187570F-01 NATIONAL INSTRUMENTS PCI-6023E BD. FD10","187570F-01  PCI-6023E","187570F-01 NATIONAL INSTRUMENTS PCI-6023E BD. FD10","used","For Sale","","","1",
"CT","CT","","PHILIPS ","JUN-AIR 50/60 HZ CABINET COMPRESSOR OF1202-40MA. PHILIPS iCT","1202-40MA","JUN-AIR 50/60 HZ CABINET COMPRESSOR OF1202-40MA. PHILIPS iCT","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","452211790345. PHILIPS","452211790345","452211790345. PHILIPS","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","ANALOGIC 26662-01REV1A CWI-DAS TIMING IO  BD. TOSHIBA DETECTOR"," 26662-01REV1A CWI-DAS","ANALOGIC 26662-01REV1A CWI-DAS TIMING IO  BD. TOSHIBA DETECTOR","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","2795677 D301. SIEMENS","2795678 D301","2795677 D301. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","This medical equipment part has a visible type number 00300-10-001C and serial number S/N 21843-12.. PHILIPS","00300-10-001C ","This medical equipment part has a visible type number 00300-10-001C and serial number S/N 21843-12.. PHILIPS","used","For Sale","","","1",
