Headline,Description,Manufacturer,Model,Part Number,Price,Quantity
"CIMR-F7U4075 Varispeed F7 BY YASKAWA. Toshiba PDU","CIMR-F7U4075 Varispeed F7 BY YASKAWA. Toshiba PDU","TOSHIBA ","","CIMR-F7U4076","0","1"
" LAMBDA Alpha 400W power supply with part number H47006."," LAMBDA Alpha 400W power supply with part number H47006.","","","H47006","0","1"
"This is an EIZO medical LCD monitor with part number OFTD1569.. EIZO","This is an EIZO medical LCD monitor with part number OFTD1569.. EIZO","EIZO",""," OFTD1569.","0","1"
"LAMBDA EWS300P-24. GE","LAMBDA EWS300P-24. GE","GE",""," EWS300P-25","0","1"
"8.9499.8140.4. AGFA","8.9499.8140.4. AGFA","AGFA","","8.9499.8140.5","0","1"
"2182380 RCNC ASSY. GE PROFILE III","2182380 RCNC ASSY. GE PROFILE III","GE ","","2182381 RCNC ASSY","0","1"
"1784185. SIEMENS","1784185. SIEMENS","SIEMENS","","1784185","0","1"
"451210797801. PHILIPS","451210797801. PHILIPS","PHILIPS","","451210797801","0","1"
"2111146 CONSOLE. GE","2111146 CONSOLE. GE","GE","","2111146","0","1"
"NF3010A-VI. AQUILION 16","NF3010A-VI. AQUILION 16","TOSHIBA","","NF3010A-VI","0","1"
"PM30-22550. TOSHIBA","PM30-22550. TOSHIBA","TOSHIBA","","PM30-22551","0","1"
"D321. SIEMENS","D321. SIEMENS","SIEMENS","","D322","0","1"
"3768369 D350. ICONOS R200","3768369 D350. ICONOS R200","SIEMENS","","3768369 D350","0","1"
"  a GE OEC Medical Systems, Inc. display adapter S2 with the assembly number 00-884594.","  a GE OEC Medical Systems, Inc. display adapter S2 with the assembly number 00-884594.","","","00-884594","0","1"
"Philips Medical Systems PET Bare PCB, part number 4535 670 09311 REV.","Philips Medical Systems PET Bare PCB, part number 4535 670 09311 REV.","","","453567009311","0","1"
"45221082069 VISUB. PHILIPS VISUB","45221082069 VISUB. PHILIPS VISUB","PHILIPS ","","45221082070 VISUB","0","1"
"Collimator Ralco R302/144/A made in 2006. SIEMEBS","Collimator Ralco R302/144/A made in 2006. SIEMEBS","SIEMENS",""," R302/144/A","0","1"
"SCC6 452212702148. ALLURA 15","SCC6 452212702148. ALLURA 15","PHILIPS","","SCC6 452212702149","0","1"
"2377708-7 console. LIGHTPEED RT 4","2377708-7 console. LIGHTPEED RT 4","GE","","2377708-8","0","1"
"5658906 D160. SIEMENS","5658906 D160. SIEMENS","SIEMENS","","5658907 D160","0","1"
"46-288422G1. GE","46-288422G1. GE","GE","","46-288422G2","0","1"
"921 MOTOR CONTROL\ ,1010044 . SIEMENS","921 MOTOR CONTROL\ ,1010044 . SIEMENS","SIEMENS","","3100123 ,1010044","0","1"
"This is a COPLEY Controls Corp. device, possibly a power supply or control unit, displaying the part number '281+'.. PHILIPS","This is a COPLEY Controls Corp. device, possibly a power supply or control unit, displaying the part number '281+'.. PHILIPS","PHILIPS","","281+","0","1"
"medical equipment circuit board, marked with part numbers such as PbF03PX12-48312 and YWM1443, including a Toshiba TMPZ8400118G processor.. TOSHIBA","medical equipment circuit board, marked with part numbers such as PbF03PX12-48312 and YWM1443, including a Toshiba TMPZ8400118G processor.. TOSHIBA","TOSHIBA","","PX12-48312  YWM1444","0","1"
"GE Medical Systems part with the MFG PN: 5114533-2PSP Rev1 and S/N: 1482328.. GE","GE Medical Systems part with the MFG PN: 5114533-2PSP Rev1 and S/N: 1482328.. GE","GE","","5114533-2PSP Rev2","0","1"
"GCTFA numbers YWM1194*A, NX77-0056, and PX79-26870.","GCTFA numbers YWM1194*A, NX77-0056, and PX79-26870.","","","PX79-26870","0","1"
"2354133 2354132. LS16","2354133 2354132. LS16","GE","","2354134 2354132","0","1"
"MOTOR N/A. SIEMENS MIRA","MOTOR N/A. SIEMENS MIRA","SIEMENS","","MOTOR ","0","1"
"\Radiforce R12 EIZO 19\ \  COLOR LCD \  . TOSHIBA","\Radiforce R12 EIZO 19\ \  COLOR LCD \  . TOSHIBA","TOSHIBA","","Radiforce R12 EIZO ","0","1"
"07396273 K1613. SENSATION 16","07396273 K1613. SENSATION 16","SEIMENS","","7396274 K1613","0","1"
"6E7386 6E7387 PWA-copcil. GE","6E7386 6E7387 PWA-copcil. GE","GE","","6E7386 6E7388","0","1"
"453560257361 REV B. PRECEDENCE","453560257361 REV B. PRECEDENCE","PHILIPS ","","453560257362 REV B","0","1"
"2296122 04430261 BACKPLANE. INNOVA 4100 DL3/RTAC3","2296122 04430261 BACKPLANE. INNOVA 4100 DL3/RTAC3","GE","","2296123 04430261","0","1"
"GENERAL SCANNING 300B522. GENERAL SCANNING","GENERAL SCANNING 300B522. GENERAL SCANNING","GE","","300B523","0","1"
"This is an OPHIT DMD-H102 video signal distribution module with serial numbers 10100417 and 10100418.. OPHIT","This is an OPHIT DMD-H102 video signal distribution module with serial numbers 10100417 and 10100418.. OPHIT","PHILIPS","","DMD-H102  10100417  10100418.","0","1"
"DAS Board for Toshiba Aquilion 16  with part number 10-62961-01 REV 01.","DAS Board for Toshiba Aquilion 16  with part number 10-62961-01 REV 01.","","","10-62961-01","0","1"
"Power Supply PS-2 453567395253. PHILIPS iCT","Power Supply PS-2 453567395253. PHILIPS iCT","PHILIPS ","","PS-2 453567395254","0","1"
"7396273 DPU D540. SIEMENS","7396273 DPU D540. SIEMENS","SIEMENS","","7396274 D540","0","1"
"Panasonic AC Servo Driver, Model No. MUDS023A1A09.. TOSHIBA","Panasonic AC Servo Driver, Model No. MUDS023A1A09.. TOSHIBA","TOSHIBA","","MUDS023A1A10","0","1"
"541-48051\ ,541-48049 . SHIMADZU 6802","541-48051\ ,541-48049 . SHIMADZU 6802","SHIMADZU","","MPM 541-48048","0","1"
"SMA81-1 852679.018 LH PS. SIEMENS","SMA81-1 852679.018 LH PS. SIEMENS","SIEMENS","","SMA81-1 852679.019","0","1"
"M1085AK ANTERIOR NECK RECEIVE ONLY. GE","M1085AK ANTERIOR NECK RECEIVE ONLY. GE","GE","","M1085AK","0","1"
"1662407 D25 BACKPLANE. LUMINOS","1662407 D25 BACKPLANE. LUMINOS","SIEMENS","","1662408 D25","0","1"
"557543 LOCAL PANEL. AGFA","557543 LOCAL PANEL. AGFA","AGFA","","557543","0","1"
"LSO EVENT ANALOG PROCESSOR 1010172 REV A ASM 3100359. BIOGRAPH","LSO EVENT ANALOG PROCESSOR 1010172 REV A ASM 3100359. BIOGRAPH","SIEMENS","","1010173 REV A 3100359","0","1"
"STENTE KF21S/1S FOOT SWITCH. PHILIPS DIGITAL DIAGNOST","STENTE KF21S/1S FOOT SWITCH. PHILIPS DIGITAL DIAGNOST","PHILIPS ","","STENTE KF21S/1S","0","1"
"PX71-07030 XC. TOSHIBA AQUILION 4","PX71-07030 XC. TOSHIBA AQUILION 4","TOSHIBA ","","PX71-07031","0","1"
"ANALOGIC 4-38576VREF BD. TOSHIBA DETECTOR","ANALOGIC 4-38576VREF BD. TOSHIBA DETECTOR","TOSHIBA ","","4-38576VREF","0","1"
"SIEMENS Powerbox P10B, part number 7027795 X2252.. SIEMENS","SIEMENS Powerbox P10B, part number 7027795 X2252.. SIEMENS","SIEMENS","","7027796 X2252.","0","1"
"TDK-Lambda NV-Power NV-350 power supply with product code K30017F and serial number 9223350215.. SIEMENS FLASH","TDK-Lambda NV-Power NV-350 power supply with product code K30017F and serial number 9223350215.. SIEMENS FLASH","SIEMENS",""," NV-350","0","1"
"Dedicated Computing power supply, model 0EM-F34206E, inspected to 2362870-10PSPrev1.. GE","Dedicated Computing power supply, model 0EM-F34206E, inspected to 2362870-10PSPrev1.. GE","GE","","2362870-10","0","1"
"VDAS64 Sherlock Detector Module 5113450 5112238. GE","VDAS64 Sherlock Detector Module 5113450 5112238. GE","GE","","","0","1"
"Coil : QD Flexible Body Coil ( M ). APERTO","Coil : QD Flexible Body Coil ( M ). APERTO","HITACHI","","QD Flexible Body Coil ( M )","0","1"
"7003-0301 MATROX G450 BOARD. INNOVA 4100 DL3/RTAC3","7003-0301 MATROX G450 BOARD. INNOVA 4100 DL3/RTAC3","GE","","7003-0301 MATROX G450 BOARD","0","1"
"74-0401-9174-9 74-0401-9067-5. AGFA","74-0401-9174-9 74-0401-9067-5. AGFA","AGFA","","74-0401-9174-9 74-0401-9067-6","0","1"
"Philips CT Program Management Center HOST, T5500 X5650 with part number 4550 113 09212.. PHILIPS","Philips CT Program Management Center HOST, T5500 X5650 with part number 4550 113 09212.. PHILIPS","PHILIPS",""," T5500  4550 113 09213","0","1"
"This is a Setrab 386COMV-16 16 Bar cooler with part number 52-08481-03.. PHILIPS","This is a Setrab 386COMV-16 16 Bar cooler with part number 52-08481-03.. PHILIPS","PHILIPS",""," 386COMV-16 52-08481-04","0","1"
"  a DRV PWB board with part number M8B710762 and BSX71-0762, featuring components such as an OMRON H3FA-B relay and NAIS relays.","  a DRV PWB board with part number M8B710762 and BSX71-0762, featuring components such as an OMRON H3FA-B relay and NAIS relays.","","","BSX71-0762","0","1"
"medical equipment component, with part number LFJW1214260024 and serial number 459800314141.. PHILIPS","medical equipment component, with part number LFJW1214260024 and serial number 459800314141.. PHILIPS","PHILIPS","","LFJW1214260024 459800314141.","0","1"
"AC Chassis 405378-011 453567030521. PHILIPS","AC Chassis 405378-011 453567030521. PHILIPS","PHILIPS","","405378-011 453567030522","0","1"
"  a circuit board likely from medical equipment featuring an Intel NG80386SX25 CPU, an OPTI 82C283-B chip, and part number FB-386SXOPT-01.","  a circuit board likely from medical equipment featuring an Intel NG80386SX25 CPU, an OPTI 82C283-B chip, and part number FB-386SXOPT-01.","","","NG80386SX25","0","1"
"This is an ASM Positionssensoren WS10SG-1250-420A-L10-PHILIPS with serial number 200407128341.. PHILPS","This is an ASM Positionssensoren WS10SG-1250-420A-L10-PHILIPS with serial number 200407128341.. PHILPS","PHILIPS ","","WS10SG-1250-420A-L11","0","1"
"BIGBORE MOOG Components stator electronics part, likely for an MRI system, has a part number PMS P/N: 453567030091 and an additional identifier F06517.. PHILIPS","BIGBORE MOOG Components stator electronics part, likely for an MRI system, has a part number PMS P/N: 453567030091 and an additional identifier F06517.. PHILIPS","PHILIPS","","453567030091","0","1"
"187570F-01 NATIONAL INSTRUMENTS PCI-6023E BD. FD10","187570F-01 NATIONAL INSTRUMENTS PCI-6023E BD. FD10","PHILIPS","","187570F-01  PCI-6023E","0","1"
"JUN-AIR 50/60 HZ CABINET COMPRESSOR OF1202-40MA. PHILIPS iCT","JUN-AIR 50/60 HZ CABINET COMPRESSOR OF1202-40MA. PHILIPS iCT","PHILIPS ","","1202-40MA","0","1"
"452211790345. PHILIPS","452211790345. PHILIPS","PHILIPS","","452211790345","0","1"
"ANALOGIC 26662-01REV1A CWI-DAS TIMING IO  BD. TOSHIBA DETECTOR","ANALOGIC 26662-01REV1A CWI-DAS TIMING IO  BD. TOSHIBA DETECTOR","TOSHIBA ",""," 26662-01REV1A CWI-DAS","0","1"
"2795677 D301. SIEMENS","2795677 D301. SIEMENS","SIEMENS","","2795678 D301","0","1"
"This medical equipment part has a visible type number 00300-10-001C and serial number S/N 21843-12.. PHILIPS","This medical equipment part has a visible type number 00300-10-001C and serial number S/N 21843-12.. PHILIPS","PHILIPS","","00300-10-001C ","0","1"
" ASTEC power supply, model MP4-2Q-4LE-00 with part number 73-540-0172, that provides multiple voltage outputs and a maximum power of 400/600 Watts."," ASTEC power supply, model MP4-2Q-4LE-00 with part number 73-540-0172, that provides multiple voltage outputs and a maximum power of 400/600 Watts.","","","MP4-2Q-4LE-00","0","1"
"534400101000 5344 01000 magnet strip on Patient.. SIEMENS BIO","534400101000 5344 01000 magnet strip on Patient.. SIEMENS BIO","SIEMENS","","534400101001 5344 01000","0","1"
"ZWS75AF-5 PS. AQ16","ZWS75AF-5 PS. AQ16","TOSHIBA","","ZWS75AF-6","0","1"
"ST32550N HD RP2. SEAGATE","ST32550N HD RP2. SEAGATE","SIEMENS","","ST32550N HD RP3","0","1"
"541-42211 541-42213F  NSQV I/F BOARD. SHIMADZU","541-42211 541-42213F  NSQV I/F BOARD. SHIMADZU","SHIMADZU","","541-42211 541-42213F  NSQV I/F BOARD","0","1"
"7394690 IRSX SWITCH GX5-800. SIEMENS","7394690 IRSX SWITCH GX5-800. SIEMENS","SIEMENS","","7394691 IRSX SWITCH GX5-800","0","1"
"45439388 INVERTER BOARD. GE DMR+","45439388 INVERTER BOARD. GE DMR+","GE ","","45439389 INVERTER BOARD","0","1"
"453567098192 MOOG BI-DIRECTIONAL TRANSCEIVER F06518. PHILIPS BIG BORE","453567098192 MOOG BI-DIRECTIONAL TRANSCEIVER F06518. PHILIPS BIG BORE","PHILIPS ","","453567098193 MOOG BI-DIRECTIONAL TRANSCEIVER F06518","0","1"
"PH266-03 ON COLLIMATOR. AQ 32","PH266-03 ON COLLIMATOR. AQ 32","TOSHIBA","","PH266-03 ON COLLIMATOR","0","1"
"453567018142 REV A RIGHT CONTROL PAD. PHILIPS BIG BORE","453567018142 REV A RIGHT CONTROL PAD. PHILIPS BIG BORE","PHILIPS ","","453567018143 REV A RIGHT CONTROL PAD","0","1"
"TDRIV2 PCB PR1139501. AIRIS II TABLE","TDRIV2 PCB PR1139501. AIRIS II TABLE","HITACHI","","TDRIV2 PCB PR1139502","0","1"
"IRC-38 IR Receiver with Part Number 2295994 and Serial Number R3984.. GE","IRC-38 IR Receiver with Part Number 2295994 and Serial Number R3984.. GE","GE","","2295994","0","1"
"AUXILIARY MODULE with the Type number 2340608.. GE","AUXILIARY MODULE with the Type number 2340608.. GE","GE","","2340608","0","1"
"Fujitsu Siemens Computers component, model Celsius M460 MCS-D2608, with part number CUZ:K990V315-FS037 and serial number YK7T039758.. Siemens Ysio","Fujitsu Siemens Computers component, model Celsius M460 MCS-D2608, with part number CUZ:K990V315-FS037 and serial number YK7T039758.. Siemens Ysio","SIEMENS","","M460 MCS-D2608 CUZ:K990V315-FS038","0","1"
"01439177-02. LS4","01439177-02. LS4","GE","","01439177-03","0","1"
"2161307 HV TANK HEMIT(+). LS4","2161307 HV TANK HEMIT(+). LS4","GE","","2161307","0","1"
"8337933 D11. SIEMENS","8337933 D11. SIEMENS","SIEMENS","","8337934 D11","0","1"
"This General Electric Medical Systems part, manufactured by Spellman High Voltage, has a GE part number of 2288216-4 and a model number of 3035A.. GE","This General Electric Medical Systems part, manufactured by Spellman High Voltage, has a GE part number of 2288216-4 and a model number of 3035A.. GE","GE","","2288216-4 3035A.","0","1"
"circuit board with model number 03806036 and serial number 300489.. SIEMENS","circuit board with model number 03806036 and serial number 300489.. SIEMENS","SIEMENS","","3806036","0","1"
" PHILIPS Medical Systems PCB assembly, part number 4535 670 10371 REV with serial number 10535988."," PHILIPS Medical Systems PCB assembly, part number 4535 670 10371 REV with serial number 10535988.","","","453567010371","0","1"
"GE Medical Systems ACP-4000-RTAC RTAC7 Processor with REF 5179821 and SN TCA0203263.. GE","GE Medical Systems ACP-4000-RTAC RTAC7 Processor with REF 5179821 and SN TCA0203263.. GE","GE","","5179821","0","1"
"8E1593 REV H. KODAK 8900","8E1593 REV H. KODAK 8900","KODAK","","8E1593 REV H","0","1"
"2071406-00 assy. BR CONSOLE","2071406-00 assy. BR CONSOLE","PHILIPS","","2071406-00 assy","0","1"
"451217768207. PHILIPS","451217768207. PHILIPS","PHILIPS","","451217768207","0","1"
"453567011231 453567010371 GANTRY MOTION. BR40","453567011231 453567010371 GANTRY MOTION. BR40","PHILIPS","","453567011232 453567010371","0","1"
"SMART HANDLE FOR INNOVA. GE ","SMART HANDLE FOR INNOVA. GE ","GE ","","SMART HANDLE FOR INNOVA","0","1"
"451210781802. PHILIPS","451210781802. PHILIPS","PHILIPS","","451210781802","0","1"
"DETECTOR Module Bridge M9 part number 10393060 . SIEMENS Flash","DETECTOR Module Bridge M9 part number 10393060 . SIEMENS Flash","SIEMENS","","10393060","0","1"
"COSEL GT2.5. Siemens","COSEL GT2.5. Siemens","SIEMENS","","COSEL GT2.6","0","1"
"2137893 002. GE","2137893 002. GE","GE","","2137894 002","0","1"
"1632269 ACSMP. COROSKOP","1632269 ACSMP. COROSKOP","SIEMENS","","1632270 ACSMP","0","1"
". RT4",". RT4","GE","","PMB13B-Y0Y00-10 2342731 REV D TABLE AC CRADLE MOTOR","0","1"
"GEMS-E Omega Restpoint Stepping-CTRL board, likely for a GE MRI system, with part number 2399128 A and 2399127 Rev. A.. GE","GEMS-E Omega Restpoint Stepping-CTRL board, likely for a GE MRI system, with part number 2399128 A and 2399127 Rev. A.. GE","GE","","2399128","0","1"
"2123484-2 Contour 0.5T RF amplifier. GE CONTOUR","2123484-2 Contour 0.5T RF amplifier. GE CONTOUR","GE ","","2123484-2 Contour 0.5T RF amplifier","0","1"
"453567412272 CIRS VERTICAL SERVER 453567412013 REV B. GEMINI TF","453567412272 CIRS VERTICAL SERVER 453567412013 REV B. GEMINI TF","PHILIPS","","453567412273 CIRS VERTICAL SERVER 453567412013 REV B","0","1"
"The EIZO RadiForce R11 is a 46 cm (18.1 inch) class Color LCD Monitor with part number OFTD0465.. EIZO","The EIZO RadiForce R11 is a 46 cm (18.1 inch) class Color LCD Monitor with part number OFTD0465.. EIZO","EIZO","","OFTD0465.","0","1"
"PIPALU CC4088-S11. HITACHI MRP7000","PIPALU CC4088-S11. HITACHI MRP7000","HITACHI","","PIPALU CC4088-S12","0","1"
"NVADIA QUADRO FX 4600 HP 442154. GE RAD","NVADIA QUADRO FX 4600 HP 442154. GE RAD","GE ","","4601 HP 442154","0","1"
"3387.01. GE","3387.01. GE","GE","","3387.01","0","1"
"VASCULAR I/O X 46-264458 C1. GE ADVANTIX","VASCULAR I/O X 46-264458 C1. GE ADVANTIX","GE ","","46-264458 C2","0","1"
"The Tamagawa Electronics part, model CFA-20IBJJ-30, is an electronic component with a max of 20W and Zo 50 ohms, part number 686509.. TAMAGAWA","The Tamagawa Electronics part, model CFA-20IBJJ-30, is an electronic component with a max of 20W and Zo 50 ohms, part number 686509.. TAMAGAWA","GE","","CFA-20IBJJ-30  686509.","0","1"
"2270439 REV A. GE DIGITAL","2270439 REV A. GE DIGITAL","GE ","","2270440 REV A","0","1"
"452210821163 board with an FCI connector and Philips ICs, including part numbers 765000E1, 3967113, 8609, 4522 108 2116 and RP 328220 - 43 visible on the connector.","452210821163 board with an FCI connector and Philips ICs, including part numbers 765000E1, 3967113, 8609, 4522 108 2116 and RP 328220 - 43 visible on the connector.","","","452210821163","0","1"
"452210822193. PHILIPS","452210822193. PHILIPS","PHILIPS","","452210822193","0","1"
"medical equipment part with model number 9896 001 82584 and part number RP-103473.. PHILIPS","medical equipment part with model number 9896 001 82584 and part number RP-103473.. PHILIPS","PHILIPS","","989600182585  RP-103473.","0","1"
"Philips Medical Systems CT part with part numbers 4535 679 34461 and 4535 674 78271.","Philips Medical Systems CT part with part numbers 4535 679 34461 and 4535 674 78271.","","","453567934461","0","1"
"380-1253-01 SUNBLADE 150 ON PET GANTRY WITH 85851330 REV E. GEMINI TF","380-1253-01 SUNBLADE 150 ON PET GANTRY WITH 85851330 REV E. GEMINI TF","PHILIPS","","380-1253-01 SUNBLADE 150 85851330 REV E","0","1"
"3084464 LUST CM-CAN1. EMOTION 6","3084464 LUST CM-CAN1. EMOTION 6","SIEMENS","","3084465 LUST CM-CAN1","0","1"
"451210803584. PHILIPS H5000","451210803584. PHILIPS H5000","PHILIPS ","","451210803584","0","1"
"174284 REV F RELAY BOARD. PICKER","174284 REV F RELAY BOARD. PICKER","PHILIPS ","","174285 REV F RELAY BOARD","0","1"
"2107747-004. 2000D","2107747-004. 2000D","GE","","2107747-005","0","1"
"2795651. ARTIS FA","2795651. ARTIS FA","SIEMENS","","2795651","0","1"
"5294090 STEP MOTOR. SIEMENS","5294090 STEP MOTOR. SIEMENS","SIEMENS","","5294091 STEP MOTOR","0","1"
"CONVERTER Q with the part number 4512-104-72328 and serial number ZT049924.. PHILIPS","CONVERTER Q with the part number 4512-104-72328 and serial number ZT049924.. PHILIPS","PHILIPS","","451210472329 4512-104-72328","0","1"
"NRF-DT RR6RR250304. APERTO","NRF-DT RR6RR250304. APERTO","HITACHI","","NRF-DT RR6RR250305","0","1"
"451210472328 VELARA CONVERTER. FD10 R8","451210472328 VELARA CONVERTER. FD10 R8","PHILIPS","","451210472329 VELARA CONVERTER","0","1"
